3.541          1.739      2.05500    0    0    0    0    0    0    0    0    1
3.303          3.963      1.22000    0    0    0    0    0    1    1    1    1
3.316          2.987      0.97500    0    0    0    0    1    1    1    1    1
1.879          1.171      0.46500    0    1    1    1    1    1    1    1    1
1.122          2.267      1.14500    0    0    0    0    0    1    1    1    1
4.423          1.078      1.52500    0    0    0    0    0    0    1    1    1
1.241          1.155      1.45500    0    0    0    0    0    0    1    1    1
1.706          1.848      1.12000    0    0    0    0    0    1    1    1    1
3.260          5.420      1.81900    0    0    0    0    0    0    0    1    1
4.081          0.897      0.49500    0    1    1    1    1    1    1    1    1
3.077          2.926      2.12000    0    0    0    0    0    0    0    0    1
3.406          4.741      2.15000    0    0    0    0    0    0    0    0    1
3.699          3.800      0.65000    0    0    1    1    1    1    1    1    1
1.619          2.883      0.84000    0    0    0    1    1    1    1    1    1
3.196          1.814      3.92500    0    0    0    0    0    0    0    0    0
3.447          4.733      1.98000    0    0    0    0    0    0    0    0    1
3.009          4.738      0.45000    0    1    1    1    1    1    1    1    1
3.452          4.736      2.96000    0    0    0    0    0    0    0    0    0
2.908          1.263      1.68500    0    0    0    0    0    0    0    1    1
4.578          1.512      1.30500    0    0    0    0    0    1    1    1    1
3.512          5.124      4.22700    0    0    0    0    0    0    0    0    0
3.312          2.991      0.98000    0    0    0    0    1    1    1    1    1
2.159          2.041      1.57000    0    0    0    0    0    0    1    1    1
4.742          1.381      0.86000    0    0    0    1    1    1    1    1    1
3.592          4.027      2.17000    0    0    0    0    0    0    0    0    1
3.152          3.272      1.56000    0    0    0    0    0    0    1    1    1
4.781          1.375      0.81000    0    0    0    1    1    1    1    1    1
2.319          2.405      1.71000    0    0    0    0    0    0    0    1    1
3.617          2.084      0.84500    0    0    0    1    1    1    1    1    1
2.278          0.929      0.35700    1    1    1    1    1    1    1    1    1
3.792          2.695      1.53500    0    0    0    0    0    0    1    1    1
4.113          2.700      1.28500    0    0    0    0    0    1    1    1    1
3.043          4.698      1.82000    0    0    0    0    0    0    0    1    1
3.271          2.160      0.94500    0    0    0    0    1    1    1    1    1
1.433          1.525      1.60500    0    0    0    0    0    0    0    1    1
3.184          2.098      2.23000    0    0    0    0    0    0    0    0    1
3.675          4.293      0.89000    0    0    0    0    1    1    1    1    1
3.681          5.690      1.89800    0    0    0    0    0    0    0    0    1
2.461          3.423      0.37000    1    1    1    1    1    1    1    1    1
4.576          1.411      1.38000    0    0    0    0    0    1    1    1    1
2.223          0.580      0.28500    1    1    1    1    1    1    1    1    1
3.031          1.201      0.61000    0    0    1    1    1    1    1    1    1
3.347          2.505      0.62500    0    0    1    1    1    1    1    1    1
2.465          4.003      0.32500    1    1    1    1    1    1    1    1    1
3.175          2.102      1.98500    0    0    0    0    0    0    0    0    1
3.733          0.974      0.95000    0    0    0    0    1    1    1    1    1
3.085          1.677      2.04000    0    0    0    0    0    0    0    0    1
2.595          3.638      0.32500    1    1    1    1    1    1    1    1    1
4.279          3.283      0.83000    0    0    0    1    1    1    1    1    1
2.933          0.978      0.80000    0    0    0    1    1    1    1    1    1
3.590          4.033      2.08000    0    0    0    0    0    0    0    0    1
2.883          1.237      2.55000    0    0    0    0    0    0    0    0    0
2.429          1.620      2.53500    0    0    0    0    0    0    0    0    0
2.333          2.417      1.43500    0    0    0    0    0    0    1    1    1
0.626          1.652      0.37500    1    1    1    1    1    1    1    1    1
2.969          0.778      1.93000    0    0    0    0    0    0    0    0    1
0.971          1.576      1.21500    0    0    0    0    0    1    1    1    1
1.392          1.846      1.05000    0    0    0    0    1    1    1    1    1
2.540          3.320      1.26000    0    0    0    0    0    1    1    1    1
1.738          1.771      0.68500    0    0    1    1    1    1    1    1    1
2.243          3.031      0.70500    0    0    1    1    1    1    1    1    1
3.656          2.630      1.38500    0    0    0    0    0    0    1    1    1
2.325          4.143      0.50500    0    1    1    1    1    1    1    1    1
4.550          1.416      1.74000    0    0    0    0    0    0    0    1    1
4.325          1.436      0.56000    0    1    1    1    1    1    1    1    1
3.669          4.291      1.91700    0    0    0    0    0    0    0    0    1
1.877          1.186      0.32000    1    1    1    1    1    1    1    1    1
3.044          1.123      0.63000    0    0    1    1    1    1    1    1    1
3.001          2.581      4.18000    0    0    0    0    0    0    0    0    0
3.136          2.091      1.11000    0    0    0    0    0    1    1    1    1
2.633          3.650      0.42500    0    1    1    1    1    1    1    1    1
3.721          4.239      0.28000    1    1    1    1    1    1    1    1    1
2.333          2.367      1.39000    0    0    0    0    0    0    1    1    1
4.038          2.354      2.80500    0    0    0    0    0    0    0    0    0
3.117          1.702      1.71000    0    0    0    0    0    0    0    1    1
1.824          0.999      0.16500    1    1    1    1    1    1    1    1    1
2.850          1.890      1.36000    0    0    0    0    0    1    1    1    1
2.502          3.988      0.24000    1    1    1    1    1    1    1    1    1
1.443          1.509      1.44500    0    0    0    0    0    0    1    1    1
2.008          1.350      0.51500    0    1    1    1    1    1    1    1    1
2.978          4.009      0.56000    0    1    1    1    1    1    1    1    1
1.662          1.425      0.90500    0    0    0    0    1    1    1    1    1
1.587          1.080      0.60500    0    0    1    1    1    1    1    1    1
3.994          3.814      2.42300    0    0    0    0    0    0    0    0    0
4.383          2.279      0.78500    0    0    0    1    1    1    1    1    1
2.901          4.919      0.81000    0    0    0    1    1    1    1    1    1
4.156          1.242      1.10000    0    0    0    0    0    1    1    1    1
4.475          3.526      0.95100    0    0    0    0    1    1    1    1    1
2.580          3.654      0.27500    1    1    1    1    1    1    1    1    1
0.701          1.997      1.58000    0    0    0    0    0    0    0    1    1
3.649          3.887      1.06000    0    0    0    0    1    1    1    1    1
2.623          0.853      2.58000    0    0    0    0    0    0    0    0    0
1.315          1.975      3.68000    0    0    0    0    0    0    0    0    0
3.656          2.670      1.87500    0    0    0    0    0    0    0    1    1
4.426          0.821      0.80500    0    0    0    1    1    1    1    1    1
2.882          3.693      0.53500    0    1    1    1    1    1    1    1    1
1.108          1.535      2.05500    0    0    0    0    0    0    0    0    1
4.840          1.089      0.55500    0    1    1    1    1    1    1    1    1
1.468          2.192      1.51000    0    0    0    0    0    0    1    1    1
2.319          4.103      0.58000    0    0    1    1    1    1    1    1    1
3.585          4.040      1.97000    0    0    0    0    0    0    0    0    1
3.647          3.786      0.76500    0    0    0    1    1    1    1    1    1
2.310          2.732      0.73500    0    0    0    1    1    1    1    1    1
3.962          2.009      1.44500    0    0    0    0    0    0    1    1    1
3.470          5.555      2.23400    0    0    0    0    0    0    0    0    1
1.839          0.995      0.22500    1    1    1    1    1    1    1    1    1
1.706          1.165      0.74000    0    0    0    1    1    1    1    1    1
2.774          1.544      1.91500    0    0    0    0    0    0    0    0    1
3.493          5.092      3.42100    0    0    0    0    0    0    0    0    0
1.695          3.227      1.83500    0    0    0    0    0    0    0    1    1
4.409          1.084      1.77000    0    0    0    0    0    0    0    1    1
2.596          3.212      3.99500    0    0    0    0    0    0    0    0    0
1.897          1.220      0.26000    1    1    1    1    1    1    1    1    1
2.083          1.695      0.44000    0    1    1    1    1    1    1    1    1
3.673          4.278      1.01500    0    0    0    0    1    1    1    1    1
2.731          3.002      0.48500    0    1    1    1    1    1    1    1    1
4.264          3.391      2.82800    0    0    0    0    0    0    0    0    0
3.792          2.707      1.38000    0    0    0    0    0    1    1    1    1
3.390          1.048      1.66000    0    0    0    0    0    0    0    1    1
3.184          5.075      0.68500    0    0    1    1    1    1    1    1    1
3.644          2.677      0.93000    0    0    0    0    1    1    1    1    1
3.504          5.130      5.12900    0    0    0    0    0    0    0    0    0
2.242          3.036      0.72500    0    0    1    1    1    1    1    1    1
3.332          4.628      0.74000    0    0    0    1    1    1    1    1    1
3.498          3.196      0.99000    0    0    0    0    1    1    1    1    1
1.883          1.176      0.19500    1    1    1    1    1    1    1    1    1
3.322          3.001      1.34000    0    0    0    0    0    1    1    1    1
1.047          1.922      1.24000    0    0    0    0    0    1    1    1    1
3.843          3.121      1.84000    0    0    0    0    0    0    0    1    1
1.301          0.599      0.91000    0    0    0    0    1    1    1    1    1
1.106          1.548      1.27000    0    0    0    0    0    1    1    1    1
1.114          1.535      1.48000    0    0    0    0    0    0    1    1    1
1.511          0.734      1.24500    0    0    0    0    0    1    1    1    1
1.317          1.501      1.38500    0    0    0    0    0    0    1    1    1
1.439          1.523      1.72000    0    0    0    0    0    0    0    1    1
1.651          1.157      0.52500    0    1    1    1    1    1    1    1    1
1.701          1.169      0.69000    0    0    1    1    1    1    1    1    1
1.857          0.659      3.53000    0    0    0    0    0    0    0    0    0
1.346          1.954      0.93000    0    0    0    0    1    1    1    1    1
1.354          1.966      1.16500    0    0    0    0    0    1    1    1    1
1.350          1.970      3.81000    0    0    0    0    0    0    0    0    0
1.932          1.004      0.13500    1    1    1    1    1    1    1    1    1
1.837          1.037      0.21500    1    1    1    1    1    1    1    1    1
1.690          1.858      1.77500    0    0    0    0    0    0    0    1    1
1.720          1.833      0.58500    0    0    1    1    1    1    1    1    1
1.543          2.537      1.56300    0    0    0    0    0    0    1    1    1
2.353          1.274      0.27500    1    1    1    1    1    1    1    1    1
1.889          2.462      2.50500    0    0    0    0    0    0    0    0    0
2.327          2.417      1.38500    0    0    0    0    0    0    1    1    1
2.504          1.965      1.79000    0    0    0    0    0    0    0    1    1
2.599          1.996      2.11500    0    0    0    0    0    0    0    0    1
2.561          1.984      1.63000    0    0    0    0    0    0    0    1    1
2.898          1.274      2.70000    0    0    0    0    0    0    0    0    0
2.902          1.263      4.49500    0    0    0    0    0    0    0    0    0
3.085          1.214      0.76500    0    0    0    1    1    1    1    1    1
3.046          1.205      0.40000    0    1    1    1    1    1    1    1    1
3.025          1.201      0.32000    1    1    1    1    1    1    1    1    1
2.040          3.153      0.65500    0    0    1    1    1    1    1    1    1
2.234          2.737      1.11000    0    0    0    0    0    1    1    1    1
2.220          2.732      0.77000    0    0    0    1    1    1    1    1    1
2.224          2.728      1.20500    0    0    0    0    0    1    1    1    1
2.580          2.311      1.55500    0    0    0    0    0    0    1    1    1
2.254          3.045      0.57500    0    0    1    1    1    1    1    1    1
2.656          2.656      0.52500    0    1    1    1    1    1    1    1    1
3.465          1.393      0.70500    0    0    1    1    1    1    1    1    1
2.553          3.314      0.99000    0    0    0    0    1    1    1    1    1
2.538          3.314      1.65500    0    0    0    0    0    0    0    1    1
2.402          3.979      0.51500    0    1    1    1    1    1    1    1    1
2.456          3.990      0.35000    1    1    1    1    1    1    1    1    1
2.537          3.768      0.23000    1    1    1    1    1    1    1    1    1
2.584          3.649      0.30500    1    1    1    1    1    1    1    1    1
3.887          1.663      1.53500    0    0    0    0    0    0    1    1    1
4.412          1.088      1.53000    0    0    0    0    0    0    1    1    1
2.795          3.645      0.30000    1    1    1    1    1    1    1    1    1
2.837          3.679      0.42500    0    1    1    1    1    1    1    1    1
2.832          3.676      0.36000    1    1    1    1    1    1    1    1    1
3.308          2.963      1.06000    0    0    0    0    1    1    1    1    1
3.422          2.851      0.90000    0    0    0    0    1    1    1    1    1
3.692          2.430      1.61000    0    0    0    0    0    0    0    1    1
4.331          1.449      0.95000    0    0    0    0    1    1    1    1    1
4.333          1.455      0.82000    0    0    0    1    1    1    1    1    1
4.502          1.167      0.86000    0    0    0    1    1    1    1    1    1
3.228          3.617      1.83500    0    0    0    0    0    0    0    1    1
3.768          2.775      0.22000    1    1    1    1    1    1    1    1    1
3.768          2.675      1.09500    0    0    0    0    0    1    1    1    1
3.798          2.694      0.99500    0    0    0    0    1    1    1    1    1
4.590          1.414      0.96000    0    0    0    0    1    1    1    1    1
4.571          1.407      1.40000    0    0    0    0    0    0    1    1    1
4.745          1.372      0.69000    0    0    1    1    1    1    1    1    1
4.788          1.647      0.72000    0    0    1    1    1    1    1    1    1
2.974          4.937      2.26000    0    0    0    0    0    0    0    0    1
2.906          4.922      1.13000    0    0    0    0    0    1    1    1    1
3.109          4.729      0.64500    0    0    1    1    1    1    1    1    1
3.040          4.713      0.63000    0    0    1    1    1    1    1    1    1
3.919          3.466      0.86000    0    0    0    1    1    1    1    1    1
4.189          3.045      1.64500    0    0    0    0    0    0    0    1    1
3.652          4.312      3.14900    0    0    0    0    0    0    0    0    0
3.894          3.805      0.55200    0    1    1    1    1    1    1    1    1
3.917          3.773      1.56800    0    0    0    0    0    0    1    1    1
3.925          3.779      0.85500    0    0    0    1    1    1    1    1    1
4.252          3.292      0.73300    0    0    1    1    1    1    1    1    1
4.292          3.290      2.08000    0    0    0    0    0    0    0    0    1
4.283          3.278      0.84400    0    0    0    1    1    1    1    1    1
3.530          4.999      0.49000    0    1    1    1    1    1    1    1    1
4.070          4.157      1.91600    0    0    0    0    0    0    0    0    1
4.610          3.315      1.38400    0    0    0    0    0    0    1    1    1
3.605          5.345      0.84900    0    0    0    1    1    1    1    1    1
